KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
133738,0.08,0.0,0.92,6.9,RandomForest,11.393,weights,Весовая комбинация,0.08,0.0,0.92,6.9
133386,0.06,0.06,0.88,6.93,RandomForest,7.43,weights,Весовая комбинация,0.06,0.06,0.88,6.93
133374,0.1,0.16,0.74,6.98,RandomForest,11.722,weights,Весовая комбинация,0.1,0.16,0.74,6.98
133359,0.0,0.0,1.0,7.08,HoltWinters,14.994,weights,Весовая комбинация,0.0,0.0,1.0,7.08
155122,0.08,0.02,0.9,7.1,RandomForest,10.416,weights,Весовая комбинация,0.08,0.02,0.9,7.1
1084,0.1,0.0,0.9,7.12,HoltWinters,7.828,weights,Весовая комбинация,0.1,0.0,0.9,7.12
65401,0.18,0.0,0.82,7.24,HoltWinters,7.257,weights,Весовая комбинация,0.18,0.0,0.82,7.24
7080,0.17,0.01,0.82,7.26,RandomForest,7.849,weights,Весовая комбинация,0.17,0.01,0.82,7.26
136909,0.03,0.08,0.89,7.29,HoltWinters,18.579,weights,Весовая комбинация,0.03,0.08,0.89,7.29
136940,0.09,0.28,0.63,7.29,RandomForest,11.809,weights,Весовая комбинация,0.09,0.28,0.63,7.29
155044,0.12,0.17,0.71,7.31,HoltWinters,10.761,weights,Весовая комбинация,0.12,0.17,0.71,7.31
133356,0.01,0.0,0.99,7.33,HoltWinters,7.557,weights,Весовая комбинация,0.01,0.0,0.99,7.33
5014,0.24,0.2,0.56,7.35,HoltWinters,8.388,weights,Весовая комбинация,0.24,0.2,0.56,7.35
134136,0.07,0.08,0.85,7.37,SARIMAX,12.865,weights,Весовая комбинация,0.07,0.08,0.85,7.37
3315,0.26,0.14,0.6,7.37,RandomForest,10.993,weights,Весовая комбинация,0.26,0.14,0.6,7.37
133801,0.23,0.14,0.63,7.38,HoltWinters,10.035,weights,Весовая комбинация,0.23,0.14,0.63,7.38
2287,0.01,0.0,0.99,7.44,HoltWinters,16.077,weights,Весовая комбинация,0.01,0.0,0.99,7.44
133407,0.07,0.16,0.77,7.46,RandomForest,7.616,weights,Весовая комбинация,0.07,0.16,0.77,7.46
138001,0.0,0.16,0.84,7.55,SARIMAX,14.638,weights,Весовая комбинация,0.0,0.16,0.84,7.55
7330,0.75,0.0,0.25,7.55,RandomForest,10.539,weights,Весовая комбинация,0.75,0.0,0.25,7.55
133393,0.0,0.03,0.97,7.58,HoltWinters,12.379,weights,Весовая комбинация,0.0,0.03,0.97,7.58
133292,0.08,0.01,0.91,7.62,HoltWinters,8.422,weights,Весовая комбинация,0.08,0.01,0.91,7.62
133385,0.05,0.0,0.95,7.67,HoltWinters,20.863,weights,Весовая комбинация,0.05,0.0,0.95,7.67
9530,0.0,0.13,0.87,7.67,HoltWinters,3716.666,weights,Весовая комбинация,0.0,0.13,0.87,7.67
133790,0.3,0.0,0.7,7.73,SARIMAX,14.947,weights,Весовая комбинация,0.3,0.0,0.7,7.73
133771,0.0,0.21,0.79,7.79,SARIMAX,13.369,weights,Весовая комбинация,0.0,0.21,0.79,7.79
6430,0.65,0.2,0.15,7.8,RandomForest,12.403,weights,Весовая комбинация,0.65,0.2,0.15,7.8
133287,0.08,0.0,0.92,7.83,HoltWinters,139.441,weights,Весовая комбинация,0.08,0.0,0.92,7.83
133748,0.1,0.1,0.8,7.85,HoltWinters,16.207,weights,Весовая комбинация,0.1,0.1,0.8,7.85
134060,0.03,0.0,0.97,7.91,RandomForest,10.063,weights,Весовая комбинация,0.03,0.0,0.97,7.91
134057,0.07,0.03,0.9,7.94,RandomForest,9.899,weights,Весовая комбинация,0.07,0.03,0.9,7.94
8752,0.21,0.02,0.77,7.94,RandomForest,15.728,weights,Весовая комбинация,0.21,0.02,0.77,7.94
136897,0.0,0.16,0.84,7.99,RandomForest,10.113,weights,Весовая комбинация,0.0,0.16,0.84,7.99
2276,0.0,0.17,0.83,8.01,RandomForest,23.595,weights,Весовая комбинация,0.0,0.17,0.83,8.01
134021,0.1,0.29,0.61,8.03,HoltWinters,11.83,weights,Весовая комбинация,0.1,0.29,0.61,8.03
132001,0.19,0.08,0.73,8.04,SARIMAX,20.268,weights,Весовая комбинация,0.19,0.08,0.73,8.04
133334,0.07,0.06,0.87,8.07,RandomForest,9.192,weights,Весовая комбинация,0.07,0.06,0.87,8.07
2200,0.02,0.09,0.89,8.07,HoltWinters,10.207,weights,Весовая комбинация,0.02,0.09,0.89,8.07
9511,0.0,0.0,1.0,8.07,RandomForest,21.233,weights,Весовая комбинация,0.0,0.0,1.0,8.07
133703,0.04,0.07,0.89,8.08,RandomForest,12.748,weights,Весовая комбинация,0.04,0.07,0.89,8.08
133404,0.01,0.0,0.99,8.1,SARIMAX,11.269,weights,Весовая комбинация,0.01,0.0,0.99,8.1
133785,0.18,0.3,0.52,8.11,SARIMAX,9.599,weights,Весовая комбинация,0.18,0.3,0.52,8.11
133732,0.04,0.11,0.85,8.12,HoltWinters,8.752,weights,Весовая комбинация,0.04,0.11,0.85,8.12
133783,0.0,0.17,0.83,8.16,HoltWinters,14.209,weights,Весовая комбинация,0.0,0.17,0.83,8.16
50601,0.73,0.0,0.27,8.18,RandomForest,17.951,weights,Весовая комбинация,0.73,0.0,0.27,8.18
133782,0.0,0.24,0.76,8.19,RandomForest,12.399,weights,Весовая комбинация,0.0,0.24,0.76,8.19
133571,0.03,0.27,0.7,8.22,SARIMAX,8.696,weights,Весовая комбинация,0.03,0.27,0.7,8.22
133794,0.0,0.29,0.71,8.23,RandomForest,9.843,weights,Весовая комбинация,0.0,0.29,0.71,8.23
123401,0.0,0.05,0.95,8.26,HoltWinters,9.146,weights,Весовая комбинация,0.0,0.05,0.95,8.26
133501,0.01,0.02,0.97,8.26,RandomForest,189.378,weights,Весовая комбинация,0.01,0.02,0.97,8.26
8996,0.02,0.08,0.9,8.27,RandomForest,8.27,weights,Весовая комбинация,0.02,0.08,0.9,8.27
133408,0.07,0.0,0.93,8.28,RandomForest,9.211,weights,Весовая комбинация,0.07,0.0,0.93,8.28
9309,0.06,0.15,0.79,8.31,RandomForest,9.334,weights,Весовая комбинация,0.06,0.15,0.79,8.31
3314,0.07,0.11,0.82,8.32,SARIMAX,9.717,weights,Весовая комбинация,0.07,0.11,0.82,8.32
133496,0.43,0.18,0.39,8.35,SARIMAX,9.152,weights,Весовая комбинация,0.43,0.18,0.39,8.35
133338,0.0,0.26,0.74,8.4,RandomForest,14.407,weights,Весовая комбинация,0.0,0.26,0.74,8.4
133425,0.0,0.07,0.93,8.41,RandomForest,9.479,weights,Весовая комбинация,0.0,0.07,0.93,8.41
133458,0.43,0.15,0.42,8.41,SARIMAX,8.418,weights,Весовая комбинация,0.43,0.15,0.42,8.41
3814,0.3,0.0,0.7,8.41,HoltWinters,11.599,weights,Весовая комбинация,0.3,0.0,0.7,8.41
133774,0.19,0.24,0.57,8.42,HoltWinters,25.436,weights,Весовая комбинация,0.19,0.24,0.57,8.42
134018,0.21,0.03,0.76,8.49,RandomForest,33.334,weights,Весовая комбинация,0.21,0.03,0.76,8.49
135047,0.07,0.09,0.84,8.5,RandomForest,8.948,weights,Весовая комбинация,0.07,0.09,0.84,8.5
2193,0.16,0.0,0.84,8.52,SARIMAX,10.783,weights,Весовая комбинация,0.16,0.0,0.84,8.52
64601,0.0,0.12,0.88,8.54,SARIMAX,16.004,weights,Весовая комбинация,0.0,0.12,0.88,8.54
134176,0.0,0.12,0.88,8.56,SARIMAX,12.274,weights,Весовая комбинация,0.0,0.12,0.88,8.56
134007,0.05,0.05,0.9,8.58,SARIMAX,263.02,weights,Весовая комбинация,0.05,0.05,0.9,8.58
133550,0.15,0.14,0.71,8.62,RandomForest,14.159,weights,Весовая комбинация,0.15,0.14,0.71,8.62
134059,0.08,0.02,0.9,8.65,HoltWinters,14.05,weights,Весовая комбинация,0.08,0.02,0.9,8.65
133411,0.15,0.0,0.85,8.66,HoltWinters,15.046,weights,Весовая комбинация,0.15,0.0,0.85,8.66
134134,0.0,0.1,0.9,8.66,RandomForest,10.525,weights,Весовая комбинация,0.0,0.1,0.9,8.66
135014,0.09,0.03,0.88,8.67,RandomForest,10.019,weights,Весовая комбинация,0.09,0.03,0.88,8.67
136877,0.0,0.03,0.97,8.69,RandomForest,12.392,weights,Весовая комбинация,0.0,0.03,0.97,8.69
7315,0.58,0.0,0.42,8.7,RandomForest,18.311,weights,Весовая комбинация,0.58,0.0,0.42,8.7
1068,0.15,0.18,0.67,8.72,SARIMAX,13.133,weights,Весовая комбинация,0.15,0.18,0.67,8.72
125647,0.32,0.16,0.52,8.73,SARIMAX,10.187,weights,Весовая комбинация,0.32,0.16,0.52,8.73
155123,0.0,0.31,0.69,8.75,RandomForest,10.596,weights,Весовая комбинация,0.0,0.31,0.69,8.75
133757,0.1,0.02,0.88,8.77,RandomForest,22.082,weights,Весовая комбинация,0.1,0.02,0.88,8.77
155108,0.03,0.07,0.9,8.81,HoltWinters,12.798,weights,Весовая комбинация,0.03,0.07,0.9,8.81
5048,0.06,0.01,0.93,8.82,HoltWinters,11.711,weights,Весовая комбинация,0.06,0.01,0.93,8.82
1261,0.16,0.09,0.75,8.83,HoltWinters,9.251,weights,Весовая комбинация,0.16,0.09,0.75,8.83
141002,0.04,0.03,0.93,8.85,SARIMAX,19.658,weights,Весовая комбинация,0.04,0.03,0.93,8.85
155073,0.08,0.0,0.92,8.85,RandomForest,27.977,weights,Весовая комбинация,0.08,0.0,0.92,8.85
2246,0.0,0.16,0.84,8.85,HoltWinters,20.311,weights,Весовая комбинация,0.0,0.16,0.84,8.85
114401,0.13,0.21,0.66,8.87,SARIMAX,9.898,weights,Весовая комбинация,0.13,0.21,0.66,8.87
3747,0.08,0.15,0.77,8.88,RandomForest,23.639,weights,Весовая комбинация,0.08,0.15,0.77,8.88
134068,0.35,0.18,0.47,8.91,SARIMAX,9.113,weights,Весовая комбинация,0.35,0.18,0.47,8.91
134179,0.08,0.05,0.87,8.94,RandomForest,10.669,weights,Весовая комбинация,0.08,0.05,0.87,8.94
155082,0.64,0.0,0.36,8.94,RandomForest,21.185,weights,Весовая комбинация,0.64,0.0,0.36,8.94
133799,0.03,0.21,0.76,8.95,HoltWinters,88.182,weights,Весовая комбинация,0.03,0.21,0.76,8.95
125602,0.37,0.26,0.37,8.96,RandomForest,11.023,weights,Весовая комбинация,0.37,0.26,0.37,8.96
133800,0.15,0.0,0.85,8.96,SARIMAX,30.813,weights,Весовая комбинация,0.15,0.0,0.85,8.96
1752,0.32,0.02,0.66,9.04,SARIMAX,9.494,weights,Весовая комбинация,0.32,0.02,0.66,9.04
155076,0.42,0.0,0.58,9.06,RandomForest,11.739,weights,Весовая комбинация,0.42,0.0,0.58,9.06
133786,0.0,0.25,0.75,9.13,RandomForest,9.828,weights,Весовая комбинация,0.0,0.25,0.75,9.13
133637,0.0,0.13,0.87,9.14,RandomForest,12.072,weights,Весовая комбинация,0.0,0.13,0.87,9.14
3839,0.15,0.11,0.74,9.15,RandomForest,13.498,weights,Весовая комбинация,0.15,0.11,0.74,9.15
134008,0.0,0.08,0.92,9.16,RandomForest,15.621,weights,Весовая комбинация,0.0,0.08,0.92,9.16
3355,0.67,0.1,0.23,9.16,RandomForest,27.432,weights,Весовая комбинация,0.67,0.1,0.23,9.16
3659,0.32,0.11,0.57,9.17,RandomForest,9.762,weights,Весовая комбинация,0.32,0.11,0.57,9.17
133257,0.07,0.04,0.89,9.18,RandomForest,12.07,weights,Весовая комбинация,0.07,0.04,0.89,9.18
133521,0.02,0.0,0.98,9.19,RandomForest,11.878,weights,Весовая комбинация,0.02,0.0,0.98,9.19
129004,0.12,0.38,0.5,9.2,HoltWinters,9.403,weights,Весовая комбинация,0.12,0.38,0.5,9.2
125659,0.03,0.1,0.87,9.24,RandomForest,15.256,weights,Весовая комбинация,0.03,0.1,0.87,9.24
133388,0.05,0.02,0.93,9.29,RandomForest,237.052,weights,Весовая комбинация,0.05,0.02,0.93,9.29
136911,0.28,0.1,0.62,9.32,RandomForest,12.971,weights,Весовая комбинация,0.28,0.1,0.62,9.32
9516,0.37,0.34,0.29,9.32,HoltWinters,14.3,weights,Весовая комбинация,0.37,0.34,0.29,9.32
133315,0.18,0.05,0.77,9.33,RandomForest,9.913,weights,Весовая комбинация,0.18,0.05,0.77,9.33
3373,0.19,0.1,0.71,9.34,RandomForest,14.689,weights,Весовая комбинация,0.19,0.1,0.71,9.34
1259,0.15,0.07,0.78,9.37,RandomForest,12.744,weights,Весовая комбинация,0.15,0.07,0.78,9.37
133679,0.83,0.07,0.1,9.39,RandomForest,14.624,weights,Весовая комбинация,0.83,0.07,0.1,9.39
133559,0.0,0.12,0.88,9.44,SARIMAX,9.907,weights,Весовая комбинация,0.0,0.12,0.88,9.44
2602,0.01,0.18,0.81,9.45,RandomForest,13.526,weights,Весовая комбинация,0.01,0.18,0.81,9.45
133350,0.0,0.15,0.85,9.48,RandomForest,13.691,weights,Весовая комбинация,0.0,0.15,0.85,9.48
133549,0.0,0.15,0.85,9.5,HoltWinters,1030.303,weights,Весовая комбинация,0.0,0.15,0.85,9.5
2165,0.0,0.15,0.85,9.51,RandomForest,10.911,weights,Весовая комбинация,0.0,0.15,0.85,9.51
3803,0.0,0.41,0.59,9.52,HoltWinters,12.336,weights,Весовая комбинация,0.0,0.41,0.59,9.52
3819,0.05,0.03,0.92,9.53,RandomForest,12.008,weights,Весовая комбинация,0.05,0.03,0.92,9.53
9509,0.0,0.17,0.83,9.55,RandomForest,9.802,weights,Весовая комбинация,0.0,0.17,0.83,9.55
133791,0.0,0.12,0.88,9.58,HoltWinters,12.9,weights,Весовая комбинация,0.0,0.12,0.88,9.58
9245,0.14,0.15,0.71,9.58,SARIMAX,10.891,weights,Весовая комбинация,0.14,0.15,0.71,9.58
133548,0.0,0.26,0.74,9.64,RandomForest,37.346,weights,Весовая комбинация,0.0,0.26,0.74,9.64
3441,0.62,0.04,0.34,9.66,RandomForest,25.93,weights,Весовая комбинация,0.62,0.04,0.34,9.66
133373,0.02,0.04,0.94,9.67,RandomForest,11.268,weights,Весовая комбинация,0.02,0.04,0.94,9.67
133724,0.17,0.0,0.83,9.67,RandomForest,30.47,weights,Весовая комбинация,0.17,0.0,0.83,9.67
155064,0.07,0.03,0.9,9.68,SARIMAX,33.942,weights,Весовая комбинация,0.07,0.03,0.9,9.68
7066,0.41,0.53,0.06,9.7,RandomForest,177.175,weights,Весовая комбинация,0.41,0.53,0.06,9.7
133332,0.32,0.04,0.64,9.72,SARIMAX,11.767,weights,Весовая комбинация,0.32,0.04,0.64,9.72
133721,0.0,0.19,0.81,9.76,RandomForest,15.298,weights,Весовая комбинация,0.0,0.19,0.81,9.76
2248,0.02,0.0,0.98,9.79,HoltWinters,17.525,weights,Весовая комбинация,0.02,0.0,0.98,9.79
2549,0.77,0.22,0.01,9.81,RandomForest,28.424,weights,Весовая комбинация,0.77,0.22,0.01,9.81
155074,0.34,0.07,0.59,9.82,SARIMAX,17.585,weights,Весовая комбинация,0.34,0.07,0.59,9.82
2312,0.0,0.25,0.75,9.85,SARIMAX,9.877,weights,Весовая комбинация,0.0,0.25,0.75,9.85
5974,0.44,0.23,0.33,9.86,RandomForest,11.627,weights,Весовая комбинация,0.44,0.23,0.33,9.86
1274,0.68,0.09,0.23,9.87,RandomForest,11.67,weights,Весовая комбинация,0.68,0.09,0.23,9.87
133409,0.05,0.35,0.6,9.87,SARIMAX,20.271,weights,Весовая комбинация,0.05,0.35,0.6,9.87
136902,0.0,0.07,0.93,9.89,RandomForest,10.173,weights,Весовая комбинация,0.0,0.07,0.93,9.89
1255,0.58,0.31,0.11,9.9,RandomForest,16.915,weights,Весовая комбинация,0.58,0.31,0.11,9.9
6419,0.1,0.09,0.81,9.91,RandomForest,10.036,weights,Весовая комбинация,0.1,0.09,0.81,9.91
3847,0.47,0.19,0.34,9.93,RandomForest,16.436,weights,Весовая комбинация,0.47,0.19,0.34,9.93
5223,0.0,0.28,0.72,9.93,HoltWinters,29.74,weights,Весовая комбинация,0.0,0.28,0.72,9.93
3848,0.14,0.05,0.81,9.94,RandomForest,23.201,weights,Весовая комбинация,0.14,0.05,0.81,9.94
133770,0.0,0.22,0.78,9.95,HoltWinters,20.673,weights,Весовая комбинация,0.0,0.22,0.78,9.95
134014,0.51,0.12,0.37,9.96,SARIMAX,15.207,weights,Весовая комбинация,0.51,0.12,0.37,9.96
3323,0.04,0.18,0.78,9.97,HoltWinters,31.799,weights,Весовая комбинация,0.04,0.18,0.78,9.97
6399,0.0,0.16,0.84,9.97,RandomForest,10.646,weights,Весовая комбинация,0.0,0.16,0.84,9.97
133742,0.0,0.18,0.82,10.01,RandomForest,13.093,weights,Весовая комбинация,0.0,0.18,0.82,10.01
135022,0.03,0.08,0.89,10.02,RandomForest,18.117,weights,Весовая комбинация,0.03,0.08,0.89,10.02
1083,0.01,0.0,0.99,10.03,SARIMAX,12.824,weights,Весовая комбинация,0.01,0.0,0.99,10.03
133803,0.0,0.53,0.47,10.03,HoltWinters,11.658,weights,Весовая комбинация,0.0,0.53,0.47,10.03
3841,0.15,0.08,0.77,10.03,RandomForest,26.598,weights,Весовая комбинация,0.15,0.08,0.77,10.03
3442,0.25,0.3,0.45,10.06,RandomForest,130.994,weights,Весовая комбинация,0.25,0.3,0.45,10.06
135002,0.27,0.08,0.65,10.09,SARIMAX,16.216,weights,Весовая комбинация,0.27,0.08,0.65,10.09
136876,0.0,0.16,0.84,10.09,RandomForest,13.462,weights,Весовая комбинация,0.0,0.16,0.84,10.09
160067,0.33,0.0,0.67,10.11,HoltWinters,1997.621,weights,Весовая комбинация,0.33,0.0,0.67,10.11
9379,0.05,0.21,0.74,10.14,RandomForest,15.598,weights,Весовая комбинация,0.05,0.21,0.74,10.14
3842,0.29,0.12,0.59,10.15,RandomForest,16.412,weights,Весовая комбинация,0.29,0.12,0.59,10.15
133371,0.0,0.06,0.94,10.18,SARIMAX,359.111,weights,Весовая комбинация,0.0,0.06,0.94,10.18
3337,0.0,0.03,0.97,10.19,SARIMAX,11.23,weights,Весовая комбинация,0.0,0.03,0.97,10.19
2890,0.53,0.13,0.34,10.22,RandomForest,13.312,weights,Весовая комбинация,0.53,0.13,0.34,10.22
9750,0.08,0.02,0.9,10.23,SARIMAX,15.912,weights,Весовая комбинация,0.08,0.02,0.9,10.23
2167,0.08,0.08,0.84,10.24,HoltWinters,1305.943,weights,Весовая комбинация,0.08,0.08,0.84,10.24
134043,0.01,0.02,0.97,10.28,RandomForest,12.131,weights,Весовая комбинация,0.01,0.02,0.97,10.28
133802,0.0,0.55,0.45,10.3,RandomForest,12.304,weights,Весовая комбинация,0.0,0.55,0.45,10.3
135054,0.07,0.02,0.91,10.32,HoltWinters,11.351,weights,Весовая комбинация,0.07,0.02,0.91,10.32
3843,0.09,0.03,0.88,10.34,HoltWinters,28.941,weights,Весовая комбинация,0.09,0.03,0.88,10.34
133213,0.29,0.32,0.39,10.36,SARIMAX,13.138,weights,Весовая комбинация,0.29,0.32,0.39,10.36
133718,0.76,0.04,0.2,10.38,RandomForest,10.858,weights,Весовая комбинация,0.76,0.04,0.2,10.38
133369,0.2,0.13,0.67,10.41,RandomForest,204.088,weights,Весовая комбинация,0.2,0.13,0.67,10.41
133598,0.0,0.21,0.79,10.44,RandomForest,18.913,weights,Весовая комбинация,0.0,0.21,0.79,10.44
2830,0.0,0.2,0.8,10.45,RandomForest,13.217,weights,Весовая комбинация,0.0,0.2,0.8,10.45
133433,0.0,0.09,0.91,10.47,RandomForest,13.855,weights,Весовая комбинация,0.0,0.09,0.91,10.47
155089,0.65,0.07,0.28,10.48,RandomForest,649.877,weights,Весовая комбинация,0.65,0.07,0.28,10.48
134183,0.48,0.05,0.47,10.49,SARIMAX,10.93,weights,Весовая комбинация,0.48,0.05,0.47,10.49
135033,0.73,0.19,0.08,10.49,RandomForest,10.983,weights,Весовая комбинация,0.73,0.19,0.08,10.49
6465,0.08,0.2,0.72,10.5,RandomForest,15.189,weights,Весовая комбинация,0.08,0.2,0.72,10.5
9748,0.48,0.19,0.33,10.5,RandomForest,12.012,weights,Весовая комбинация,0.48,0.19,0.33,10.5
133451,0.5,0.03,0.47,10.53,HoltWinters,11.535,weights,Весовая комбинация,0.5,0.03,0.47,10.53
133607,0.28,0.29,0.43,10.53,SARIMAX,11.793,weights,Весовая комбинация,0.28,0.29,0.43,10.53
1087,0.37,0.16,0.47,10.54,SARIMAX,15.461,weights,Весовая комбинация,0.37,0.16,0.47,10.54
9207,0.53,0.37,0.1,10.54,RandomForest,11.201,weights,Весовая комбинация,0.53,0.37,0.1,10.54
9315,0.0,0.19,0.81,10.56,RandomForest,10.746,weights,Весовая комбинация,0.0,0.19,0.81,10.56
133209,0.01,0.11,0.88,10.61,HoltWinters,14.562,weights,Весовая комбинация,0.01,0.11,0.88,10.61
155085,0.0,0.07,0.93,10.61,SARIMAX,18.074,weights,Весовая комбинация,0.0,0.07,0.93,10.61
2153,0.25,0.06,0.69,10.61,SARIMAX,12.823,weights,Весовая комбинация,0.25,0.06,0.69,10.61
155102,0.14,0.05,0.81,10.67,SARIMAX,12.307,weights,Весовая комбинация,0.14,0.05,0.81,10.67
133406,0.0,0.04,0.96,10.68,RandomForest,13.573,weights,Весовая комбинация,0.0,0.04,0.96,10.68
125645,0.0,0.4,0.6,10.71,HoltWinters,34.333,weights,Весовая комбинация,0.0,0.4,0.6,10.71
133562,0.0,0.35,0.65,10.73,SARIMAX,11.367,weights,Весовая комбинация,0.0,0.35,0.65,10.73
2263,0.21,0.36,0.43,10.73,RandomForest,20.39,weights,Весовая комбинация,0.21,0.36,0.43,10.73
5002,0.39,0.14,0.47,10.73,RandomForest,13.775,weights,Весовая комбинация,0.39,0.14,0.47,10.73
3596,0.58,0.0,0.42,10.74,SARIMAX,13.488,weights,Весовая комбинация,0.58,0.0,0.42,10.74
9378,0.13,0.27,0.6,10.74,RandomForest,14.787,weights,Весовая комбинация,0.13,0.27,0.6,10.74
1960,0.22,0.09,0.69,10.76,RandomForest,14.395,weights,Весовая комбинация,0.22,0.09,0.69,10.76
3400,0.55,0.16,0.29,10.77,RandomForest,12.99,weights,Весовая комбинация,0.55,0.16,0.29,10.77
133232,0.59,0.11,0.3,10.81,RandomForest,12.344,weights,Весовая комбинация,0.59,0.11,0.3,10.81
64404,0.62,0.0,0.38,10.83,RandomForest,17.134,weights,Весовая комбинация,0.62,0.0,0.38,10.83
155124,0.0,0.63,0.37,10.91,RandomForest,12.498,weights,Весовая комбинация,0.0,0.63,0.37,10.91
3324,0.12,0.0,0.88,10.91,RandomForest,11.956,weights,Весовая комбинация,0.12,0.0,0.88,10.91
133706,0.45,0.18,0.37,10.92,HoltWinters,22.734,weights,Весовая комбинация,0.45,0.18,0.37,10.92
3366,0.0,0.29,0.71,10.92,RandomForest,14.887,weights,Весовая комбинация,0.0,0.29,0.71,10.92
125643,0.0,0.33,0.67,10.93,RandomForest,30.794,weights,Весовая комбинация,0.0,0.33,0.67,10.93
1089,0.09,0.36,0.55,10.96,RandomForest,12.957,weights,Весовая комбинация,0.09,0.36,0.55,10.96
57401,0.35,0.3,0.35,10.98,SARIMAX,15.869,weights,Весовая комбинация,0.35,0.3,0.35,10.98
9086,0.64,0.07,0.29,10.99,RandomForest,11.588,weights,Весовая комбинация,0.64,0.07,0.29,10.99
125648,0.11,0.08,0.81,11.02,HoltWinters,26.357,weights,Весовая комбинация,0.11,0.08,0.81,11.02
134173,0.51,0.12,0.37,11.04,HoltWinters,12.081,weights,Весовая комбинация,0.51,0.12,0.37,11.04
133276,0.65,0.15,0.2,11.07,HoltWinters,13.239,weights,Весовая комбинация,0.65,0.15,0.2,11.07
3824,0.07,0.27,0.66,11.1,SARIMAX,664.083,weights,Весовая комбинация,0.07,0.27,0.66,11.1
2707,0.7,0.29,0.01,11.18,RandomForest,1749.626,weights,Весовая комбинация,0.7,0.29,0.01,11.18
133576,0.0,0.22,0.78,11.21,RandomForest,12.89,weights,Весовая комбинация,0.0,0.22,0.78,11.21
133302,0.13,0.06,0.81,11.24,RandomForest,12.648,weights,Весовая комбинация,0.13,0.06,0.81,11.24
133379,0.77,0.07,0.16,11.24,RandomForest,12.922,weights,Весовая комбинация,0.77,0.07,0.16,11.24
133469,0.55,0.07,0.38,11.25,HoltWinters,36.289,weights,Весовая комбинация,0.55,0.07,0.38,11.25
2150,0.0,0.41,0.59,11.25,HoltWinters,11.423,weights,Весовая комбинация,0.0,0.41,0.59,11.25
